Date,Open,High,Low,Close,Adj Close,Volume
2009-06-01,16.170000,16.650000,16.129999,16.580000,16.580000,27926100
2009-06-02,16.600000,16.750000,16.250000,16.620001,16.620001,15286700
2009-06-03,16.500000,16.500000,15.670000,16.299999,16.299999,26358100
2009-06-04,16.400000,16.709999,16.040001,16.650000,16.650000,19001400
2009-06-05,16.770000,16.990000,16.299999,16.639999,16.639999,17311400
2009-06-08,16.469999,16.490000,16.040001,16.190001,16.190001,13692600
2009-06-09,16.230000,16.500000,16.180000,16.400000,16.400000,13083200
2009-06-10,16.700001,16.719999,16.100000,16.320000,16.320000,15771200
2009-06-11,16.260000,16.459999,16.150000,16.190001,16.190001,15042300
2009-06-12,16.170000,16.469999,16.100000,16.400000,16.400000,16962900
2009-06-15,16.559999,16.680000,16.129999,16.400000,16.400000,23251700
2009-06-16,16.330000,16.379999,15.900000,15.960000,15.960000,15116000
2009-06-17,15.910000,16.030001,15.460000,15.600000,15.600000,16521300
2009-06-18,15.620000,15.640000,15.230000,15.340000,15.340000,16185400
2009-06-19,15.500000,15.840000,15.400000,15.800000,15.800000,20323100
2009-06-22,15.550000,15.610000,14.710000,14.710000,14.710000,26488700
2009-06-23,14.750000,14.900000,14.550000,14.680000,14.680000,15866300
2009-06-24,14.760000,15.600000,14.760000,15.450000,15.450000,30979700
2009-06-25,15.440000,15.670000,15.250000,15.530000,15.530000,19827800
2009-06-26,15.600000,15.800000,15.480000,15.740000,15.740000,26449100
2009-06-29,15.860000,16.010000,15.600000,15.900000,15.900000,12324000
2009-06-30,15.850000,15.900000,15.350000,15.660000,15.660000,16033900
2009-07-01,15.490000,15.690000,15.350000,15.410000,15.410000,12716100
2009-07-02,15.240000,15.280000,14.880000,14.990000,14.990000,16919900
2009-07-06,14.830000,14.930000,14.550000,14.910000,14.910000,13690700
2009-07-07,14.920000,14.930000,14.360000,14.440000,14.440000,22021700
2009-07-08,14.440000,14.690000,14.220000,14.380000,14.380000,15352700
2009-07-09,14.480000,14.680000,14.250000,14.550000,14.550000,15598200
2009-07-10,14.780000,15.180000,14.750000,14.930000,14.930000,23061200
2009-07-13,14.950000,15.060000,14.640000,15.010000,15.010000,13174400
2009-07-14,15.070000,15.220000,14.980000,15.180000,15.180000,13039500
2009-07-15,15.230000,15.740000,15.150000,15.710000,15.710000,18813600
2009-07-16,15.800000,16.250000,15.780000,16.190001,16.190001,21919500
2009-07-17,16.750000,16.910000,16.450001,16.840000,16.840000,32514700
2009-07-20,17.180000,17.430000,16.650000,17.010000,17.010000,27760800
2009-07-21,17.049999,17.110001,16.440001,16.750000,16.750000,33601800
2009-07-22,16.190001,17.480000,16.120001,17.370001,17.370001,53615500
2009-07-23,17.410000,17.680000,17.160000,17.360001,17.360001,37524900
2009-07-24,17.430000,17.590000,17.020000,17.480000,17.480000,19944700
2009-07-27,17.370001,17.480000,16.850000,17.000000,17.000000,19951800
2009-07-28,16.969999,17.490000,16.520000,17.219999,17.219999,36152600
2009-07-29,16.000000,16.200001,15.050000,15.140000,15.140000,126807700
2009-07-30,15.130000,15.140000,14.240000,14.600000,14.600000,100889000
2009-07-31,14.720000,14.890000,14.290000,14.320000,14.320000,62659900
2009-08-03,14.560000,14.620000,14.300000,14.340000,14.340000,43976900
2009-08-04,14.440000,14.680000,14.370000,14.510000,14.510000,43084800
2009-08-05,14.760000,14.910000,14.610000,14.670000,14.670000,50910100
2009-08-06,14.760000,14.860000,14.630000,14.740000,14.740000,35659500
2009-08-07,14.860000,14.900000,14.560000,14.620000,14.620000,28261000
2009-08-10,14.660000,14.680000,14.490000,14.630000,14.630000,18350900
2009-08-11,14.540000,14.650000,14.330000,14.460000,14.460000,17823200
2009-08-12,14.470000,14.760000,14.410000,14.680000,14.680000,24256200
2009-08-13,14.740000,15.070000,14.610000,15.040000,15.040000,40193000
2009-08-14,14.980000,15.140000,14.850000,15.040000,15.040000,28817100
2009-08-17,14.690000,14.780000,14.510000,14.560000,14.560000,29268300
2009-08-18,14.640000,14.780000,14.560000,14.750000,14.750000,14797300
2009-08-19,14.580000,14.910000,14.550000,14.790000,14.790000,15501500
2009-08-20,14.750000,14.900000,14.700000,14.770000,14.770000,15579900
2009-08-21,14.880000,14.960000,14.730000,14.790000,14.790000,23537700
2009-08-24,14.890000,15.190000,14.830000,14.990000,14.990000,26171000
2009-08-25,15.120000,15.210000,14.940000,15.070000,15.070000,22850600
2009-08-26,15.090000,15.140000,14.860000,14.930000,14.930000,15845300
2009-08-27,14.920000,15.000000,14.710000,14.930000,14.930000,30411000
2009-08-28,14.980000,15.080000,14.800000,14.850000,14.850000,33918200
2009-08-31,14.740000,14.800000,14.560000,14.610000,14.610000,15420500
2009-09-01,14.500000,14.680000,14.150000,14.180000,14.180000,30615300
2009-09-02,14.080000,14.330000,13.970000,14.230000,14.230000,23591500
2009-09-03,14.360000,14.430000,14.160000,14.280000,14.280000,14661900
2009-09-04,14.260000,14.640000,14.230000,14.500000,14.500000,17003900
2009-09-08,14.650000,14.660000,14.370000,14.490000,14.490000,17712200
2009-09-09,14.450000,14.860000,14.420000,14.780000,14.780000,19096300
2009-09-10,15.280000,15.630000,15.150000,15.450000,15.450000,49083300
2009-09-11,15.530000,15.680000,15.410000,15.590000,15.590000,26860700
2009-09-14,15.450000,15.580000,15.280000,15.570000,15.570000,19451200
2009-09-15,16.010000,16.490000,15.870000,16.410000,16.410000,64668200
2009-09-16,16.570000,17.110001,16.520000,16.990000,16.990000,53594700
2009-09-17,17.000000,17.790001,16.959999,17.500000,17.500000,62010000
2009-09-18,17.700001,17.700001,16.850000,17.389999,17.389999,86402600
2009-09-21,17.230000,17.230000,16.959999,17.040001,17.040001,26826900
2009-09-22,17.170000,17.219999,16.750000,16.860001,16.860001,30588800
2009-09-23,17.100000,17.600000,16.969999,17.209999,17.209999,36814300
2009-09-24,17.309999,17.320000,16.650000,16.889999,16.889999,26493700
2009-09-25,16.799999,17.150000,16.750000,17.080000,17.080000,20701400
2009-09-28,16.980000,17.469999,16.950001,17.469999,17.469999,26412200
2009-09-29,17.500000,17.660000,17.209999,17.450001,17.450001,31600100
2009-09-30,17.480000,17.940001,17.240000,17.809999,17.809999,39878200
2009-10-01,17.650000,17.719999,17.200001,17.389999,17.389999,24871600
2009-10-02,17.230000,17.350000,16.780001,16.840000,16.840000,32685300
2009-10-05,16.850000,17.129999,16.660000,16.799999,16.799999,22224900
2009-10-06,16.959999,17.350000,16.950001,17.299999,17.299999,21427600
2009-10-07,17.219999,17.490000,17.150000,17.490000,17.490000,12456700
2009-10-08,17.629999,17.860001,17.540001,17.580000,17.580000,27966900
2009-10-09,17.430000,17.480000,16.840000,16.870001,16.870001,29015700
2009-10-12,16.959999,17.110001,16.660000,16.750000,16.750000,16904700
2009-10-13,16.950001,17.000000,16.809999,16.879999,16.879999,19492500
2009-10-14,16.930000,17.030001,16.820000,16.950001,16.950001,17508000
2009-10-15,16.840000,16.889999,16.459999,16.520000,16.520000,24337300
2009-10-16,16.610001,16.850000,16.400000,16.809999,16.809999,20479000
2009-10-19,16.799999,17.290001,16.700001,17.219999,17.219999,17878000
2009-10-20,17.370001,17.410000,16.870001,17.170000,17.170000,38320400
2009-10-21,17.980000,18.020000,17.570000,17.660000,17.660000,46204500
2009-10-22,17.540001,17.750000,17.299999,17.670000,17.670000,16018100
2009-10-23,17.709999,17.750000,17.090000,17.219999,17.219999,17760400
2009-10-26,17.049999,17.200001,16.670000,16.870001,16.870001,21213100
2009-10-27,16.690001,16.870001,16.350000,16.690001,16.690001,19917800
2009-10-28,16.690001,16.770000,16.020000,16.040001,16.040001,25044800
2009-10-29,16.190001,16.379999,15.740000,16.129999,16.129999,39146700
2009-10-30,16.059999,16.370001,15.800000,15.900000,15.900000,22321700
2009-11-02,15.750000,15.900000,15.590000,15.850000,15.850000,15258200
2009-11-03,15.710000,15.790000,15.630000,15.700000,15.700000,17240200
2009-11-04,15.900000,15.900000,15.660000,15.690000,15.690000,18697100
2009-11-05,15.800000,16.000000,15.740000,15.900000,15.900000,27732500
2009-11-06,15.890000,16.030001,15.760000,15.940000,15.940000,13562500
2009-11-09,16.129999,16.190001,15.970000,16.020000,16.020000,14831900
2009-11-10,16.080000,16.360001,16.010000,16.040001,16.040001,24097400
2009-11-11,16.000000,16.160000,15.920000,16.090000,16.090000,16346100
2009-11-12,16.100000,16.280001,15.970000,16.000000,16.000000,10210100
2009-11-13,16.040001,16.100000,15.920000,15.930000,15.930000,26453800
2009-11-16,16.080000,16.190001,15.920000,16.070000,16.070000,26125200
2009-11-17,15.890000,16.110001,15.730000,16.049999,16.049999,22249500
2009-11-18,16.020000,16.129999,15.840000,15.980000,15.980000,12775400
2009-11-19,15.830000,15.850000,15.520000,15.610000,15.610000,26891000
2009-11-20,15.600000,15.740000,15.360000,15.380000,15.380000,16127300
2009-11-23,15.580000,15.650000,15.340000,15.450000,15.450000,24501400
2009-11-24,15.380000,15.490000,15.200000,15.240000,15.240000,19774000
2009-11-25,15.290000,15.350000,15.170000,15.300000,15.300000,21370600
2009-11-27,15.040000,15.090000,14.880000,15.000000,15.000000,11452900
2009-11-30,14.900000,15.100000,14.800000,14.970000,14.970000,17587000
2009-12-01,15.030000,15.190000,14.850000,15.130000,15.130000,17096500
2009-12-02,15.170000,15.500000,15.160000,15.310000,15.310000,17807800
2009-12-03,15.330000,15.380000,15.100000,15.110000,15.110000,17196200
2009-12-04,15.320000,15.380000,15.000000,15.190000,15.190000,17576000
2009-12-07,15.360000,15.650000,15.320000,15.450000,15.450000,18035200
2009-12-08,15.450000,15.900000,15.230000,15.450000,15.450000,31160600
2009-12-09,15.520000,15.540000,15.120000,15.180000,15.180000,25396900
2009-12-10,15.340000,15.570000,15.240000,15.490000,15.490000,18743000
2009-12-11,15.850000,15.900000,15.620000,15.740000,15.740000,22607500
2009-12-14,15.900000,15.970000,15.640000,15.810000,15.810000,18086300
2009-12-15,15.770000,15.880000,15.650000,15.740000,15.740000,13272900
2009-12-16,15.570000,15.820000,15.470000,15.790000,15.790000,20637500
2009-12-17,15.720000,15.960000,15.640000,15.820000,15.820000,26156700
2009-12-18,15.940000,16.139999,15.780000,16.139999,16.139999,30021100
2009-12-21,16.110001,16.170000,15.850000,15.880000,15.880000,17806100
2009-12-22,15.880000,16.080000,15.820000,15.980000,15.980000,10631600
2009-12-23,16.350000,16.700001,16.000000,16.670000,16.670000,23584100
2009-12-24,16.690001,16.750000,16.650000,16.719999,16.719999,4736600
2009-12-28,16.740000,16.940001,16.680000,16.879999,16.879999,11504300
2009-12-29,16.840000,16.969999,16.680000,16.920000,16.920000,13450200
2009-12-30,16.830000,16.990000,16.809999,16.980000,16.980000,8188000
2009-12-31,16.920000,16.959999,16.770000,16.780001,16.780001,9515600
2010-01-04,16.940001,17.200001,16.879999,17.100000,17.100000,16587400
2010-01-05,17.219999,17.230000,17.000000,17.230000,17.230000,11718100
2010-01-06,17.170000,17.299999,17.070000,17.170000,17.170000,16422000
2010-01-07,16.809999,16.900000,16.570000,16.700001,16.700001,31816300
2010-01-08,16.680000,16.760000,16.620001,16.700001,16.700001,15470000
2010-01-11,16.770000,16.830000,16.480000,16.740000,16.740000,16181900
2010-01-12,16.650000,16.860001,16.600000,16.680000,16.680000,15672400
2010-01-13,16.879999,16.980000,16.650000,16.900000,16.900000,16955600
2010-01-14,16.809999,17.230000,16.799999,17.120001,17.120001,16715600
2010-01-15,17.250000,17.250000,16.750000,16.820000,16.820000,18415000
2010-01-19,16.780001,16.959999,16.639999,16.750000,16.750000,15182600
2010-01-20,16.650000,16.680000,16.250000,16.379999,16.379999,14419500
2010-01-21,16.389999,16.580000,16.100000,16.200001,16.200001,21858400
2010-01-22,16.080000,16.209999,15.810000,15.880000,15.880000,25132800
2010-01-25,16.070000,16.110001,15.740000,15.860000,15.860000,19683700
2010-01-26,15.820000,16.170000,15.700000,15.990000,15.990000,43979400
2010-01-27,16.459999,16.490000,15.770000,15.980000,15.980000,41701000
2010-01-28,15.930000,15.960000,15.440000,15.440000,15.440000,30159500
2010-01-29,15.510000,15.670000,14.900000,15.010000,15.010000,39664600
2010-02-01,15.140000,15.300000,14.870000,15.050000,15.050000,29865700
2010-02-02,15.100000,15.320000,15.030000,15.170000,15.170000,27555200
2010-02-03,15.120000,15.600000,15.120000,15.460000,15.460000,24730600
2010-02-04,15.340000,15.520000,14.990000,15.010000,15.010000,27668100
2010-02-05,15.010000,15.250000,14.920000,15.190000,15.190000,20713800
2010-02-08,15.180000,15.470000,14.950000,14.990000,14.990000,19856400
2010-02-09,15.200000,15.240000,14.940000,15.070000,15.070000,16716900
2010-02-10,15.020000,15.020000,14.480000,14.800000,14.800000,36518100
2010-02-11,14.870000,15.250000,14.770000,15.220000,15.220000,24509500
2010-02-12,15.070000,15.190000,14.850000,15.170000,15.170000,18926400
2010-02-16,15.230000,15.480000,15.180000,15.410000,15.410000,21447200
2010-02-17,15.500000,15.520000,15.320000,15.440000,15.440000,12731900
2010-02-18,15.400000,15.600000,15.320000,15.540000,15.540000,13700100
2010-02-19,15.490000,15.710000,15.330000,15.580000,15.580000,15407900
2010-02-22,15.610000,15.680000,15.440000,15.490000,15.490000,10463500
2010-02-23,15.450000,15.510000,15.140000,15.380000,15.380000,18346700
2010-02-24,15.480000,15.710000,15.330000,15.590000,15.590000,19284200
2010-02-25,15.320000,15.350000,15.130000,15.240000,15.240000,20126900
2010-02-26,15.270000,15.410000,15.160000,15.310000,15.310000,14975600
2010-03-01,15.430000,15.830000,15.400000,15.790000,15.790000,17238000
2010-03-02,15.870000,15.960000,15.670000,15.730000,15.730000,20101800
2010-03-03,15.850000,15.850000,15.550000,15.570000,15.570000,20613800
2010-03-04,15.550000,15.850000,15.520000,15.810000,15.810000,22906000
2010-03-05,15.890000,16.379999,15.890000,16.059999,16.059999,21415000
2010-03-08,16.320000,16.610001,16.299999,16.520000,16.520000,30554000
2010-03-09,16.410000,16.719999,16.400000,16.530001,16.530001,20755200
2010-03-10,16.510000,16.940001,16.510000,16.790001,16.790001,33088600
2010-03-11,16.570000,16.650000,16.100000,16.530001,16.530001,21732900
2010-03-12,16.510000,16.590000,16.260000,16.320000,16.320000,23106400
2010-03-15,16.350000,16.639999,16.280001,16.459999,16.459999,18967700
2010-03-16,16.469999,16.590000,16.230000,16.360001,16.360001,18309900
2010-03-17,16.280001,16.629999,16.280001,16.500000,16.500000,13754600
2010-03-18,16.459999,16.570000,16.320000,16.559999,16.559999,12626200
2010-03-19,16.620001,16.809999,16.340000,16.440001,16.440001,17871000
2010-03-22,16.370001,16.540001,16.320000,16.340000,16.340000,18743500
2010-03-23,16.340000,16.340000,15.970000,16.030001,16.030001,31875700
2010-03-24,16.100000,16.200001,15.920000,16.090000,16.090000,32654500
2010-03-25,16.170000,16.590000,16.139999,16.320000,16.320000,27487400
2010-03-26,16.340000,16.570000,16.309999,16.540001,16.540001,23224900
2010-03-29,16.480000,16.680000,16.469999,16.559999,16.559999,14902800
2010-03-30,16.549999,16.690001,16.389999,16.610001,16.610001,16204100
2010-03-31,16.450001,16.580000,16.420000,16.530001,16.530001,11996900
2010-04-01,16.580000,16.600000,16.219999,16.290001,16.290001,20103800
2010-04-05,16.389999,16.559999,16.299999,16.510000,16.510000,9220200
2010-04-06,16.549999,16.980000,16.420000,16.920000,16.920000,25696700
2010-04-07,16.780001,16.920000,16.760000,16.870001,16.870001,19921000
2010-04-08,16.910000,17.410000,16.900000,17.350000,17.350000,45369200
2010-04-09,17.420000,18.070000,17.250000,17.520000,17.520000,47732000
2010-04-12,17.520000,17.879999,17.410000,17.639999,17.639999,22828900
2010-04-13,17.510000,18.299999,17.400000,18.180000,18.180000,47514500
2010-04-14,18.150000,18.469999,18.059999,18.379999,18.379999,41024800
2010-04-15,18.299999,19.120001,18.129999,18.969999,18.969999,60024700
2010-04-16,18.670000,18.680000,17.959999,18.170000,18.170000,51424700
2010-04-19,18.010000,18.400000,17.990000,18.389999,18.389999,26971800
2010-04-20,18.500000,18.530001,18.230000,18.379999,18.379999,39171900
2010-04-21,17.580000,17.780001,17.299999,17.450001,17.450001,71686200
2010-04-22,17.370001,17.780001,17.150000,17.719999,17.719999,36231400
2010-04-23,17.709999,17.830000,17.500000,17.639999,17.639999,18901000
2010-04-26,17.690001,17.719999,17.340000,17.389999,17.389999,17363800
2010-04-27,17.280001,17.360001,16.879999,16.920000,16.920000,22851000
2010-04-28,16.980000,17.000000,16.629999,16.750000,16.750000,26452500
2010-04-29,16.820000,17.049999,16.780001,16.969999,16.969999,16788100
2010-04-30,17.110001,17.129999,16.530001,16.530001,16.530001,19688200
2010-05-03,16.680000,16.990000,16.559999,16.950001,16.950001,18162400
2010-05-04,16.629999,16.900000,16.250000,16.320000,16.320000,31375300
2010-05-05,16.170000,16.700001,16.110001,16.490000,16.490000,23004200
2010-05-06,16.340000,16.510000,15.430000,15.920000,15.920000,32125800
2010-05-07,15.770000,15.950000,15.250000,15.290000,15.290000,43941000
2010-05-10,16.040001,16.830000,16.000000,16.330000,16.330000,28103500
2010-05-11,15.950000,16.639999,15.910000,16.410000,16.410000,27786500
2010-05-12,16.450001,16.500000,16.330000,16.469999,16.469999,16405900
2010-05-13,16.490000,16.500000,16.080000,16.139999,16.139999,15363800
2010-05-14,16.510000,16.660000,16.139999,16.389999,16.389999,28111400
2010-05-17,16.410000,16.469999,15.960000,16.270000,16.270000,21935000
2010-05-18,16.270000,16.440001,15.950000,16.030001,16.030001,16182200
2010-05-19,15.830000,16.000000,15.510000,15.790000,15.790000,20485400
2010-05-20,15.450000,15.490000,15.060000,15.100000,15.100000,33789000
2010-05-21,14.810000,15.900000,14.630000,15.480000,15.480000,31215300
2010-05-24,15.420000,15.790000,15.360000,15.540000,15.540000,20116800
2010-05-25,15.040000,15.310000,14.890000,15.310000,15.310000,27856300
2010-05-26,15.600000,15.830000,15.430000,15.450000,15.450000,33656000
2010-05-27,15.830000,15.840000,15.360000,15.690000,15.690000,31091700
2010-05-28,15.610000,15.690000,15.000000,15.340000,15.340000,17619700
2010-06-01,15.310000,15.550000,14.980000,15.020000,15.020000,30475500
2010-06-02,15.040000,15.200000,14.960000,15.180000,15.180000,24993000
2010-06-03,15.320000,15.500000,15.160000,15.430000,15.430000,28395100
2010-06-04,15.120000,15.380000,14.960000,15.000000,15.000000,23606400
2010-06-07,15.190000,15.360000,14.940000,14.940000,14.940000,19153200
2010-06-08,15.050000,15.120000,14.620000,14.790000,14.790000,35500700
2010-06-09,14.930000,15.060000,14.650000,14.690000,14.690000,18108600
2010-06-10,14.940000,15.140000,14.870000,15.100000,15.100000,21249100
2010-06-11,15.020000,15.350000,14.980000,15.290000,15.290000,14056600
2010-06-14,15.460000,15.490000,15.150000,15.170000,15.170000,12493100
2010-06-15,15.290000,15.690000,15.230000,15.650000,15.650000,13888300
2010-06-16,15.580000,15.650000,15.340000,15.490000,15.490000,15920300
2010-06-17,15.720000,15.720000,15.440000,15.600000,15.600000,10769300
2010-06-18,15.660000,15.670000,15.470000,15.540000,15.540000,12767100
2010-06-21,15.710000,15.840000,15.090000,15.210000,15.210000,20412800
2010-06-22,15.240000,15.510000,15.070000,15.090000,15.090000,22418100
2010-06-23,15.140000,15.390000,14.950000,15.230000,15.230000,13374000
2010-06-24,15.110000,15.190000,14.700000,14.830000,14.830000,18287700
2010-06-25,14.860000,14.920000,14.570000,14.810000,14.810000,29817600
2010-06-28,14.830000,14.860000,14.580000,14.730000,14.730000,8175400
2010-06-29,14.530000,14.540000,13.880000,14.040000,14.040000,31825900
2010-06-30,13.950000,14.220000,13.790000,13.840000,13.840000,23912900
2010-07-01,13.990000,14.150000,13.750000,14.090000,14.090000,33222500
2010-07-02,14.080000,14.240000,14.030000,14.070000,14.070000,18564400
2010-07-06,14.230000,14.460000,14.000000,14.130000,14.130000,17334100
2010-07-07,14.180000,14.420000,14.120000,14.400000,14.400000,17417900
2010-07-08,14.430000,14.770000,14.400000,14.600000,14.600000,17088700
2010-07-09,14.600000,14.930000,14.590000,14.890000,14.890000,12682000
2010-07-12,14.930000,15.210000,14.780000,14.940000,14.940000,15585900
2010-07-13,15.060000,15.600000,14.990000,15.520000,15.520000,22328800
2010-07-14,15.320000,15.420000,15.200000,15.370000,15.370000,12255700
2010-07-15,15.310000,15.390000,15.040000,15.370000,15.370000,12626600
2010-07-16,15.330000,15.370000,13.860000,14.900000,14.900000,16829800
